genome	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	length	filtered_reads_1	filtered_reads_3	filtered_reads_5	filtered_reads_7	filtered_reads_10	filtered_reads_25	ra_1	ra_3	ra_5	ra_7	ra_10	ra_25
M1_3.216.filtered.fa	M1_3.216.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__E44-bin32	s__	1904182.0	118212	72256.0	34074.0	45154.0	19414.0	7911.0	0.06208020031698651	0.03794595264528285	0.01789429791900144	0.023713069443992225	0.010195454005972118	0.004154539849657228
M1_3.221.filtered.fa	M1_3.221.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__	g__	s__	31568656.0	2111957	3210568.0	1509563.0	1832540.0	858729.0	40170.0	0.06690044074096788	0.10170113038705227	0.04781841203502613	0.058049351229903484	0.0272019499341372	0.0012724646877586426
M1_3.224.filtered.fa	M1_3.224.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__DUEF01	s__	3614486.0	88987	147184.0	71301.0	106218.0	48464.0	1045.0	0.024619544798347538	0.040720589317540586	0.01972645626515084	0.029386750979254035	0.013408268838224853	0.00028911441350167077
M1_3.225.filtered.fa	M1_3.225.filtered	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__JAFMJV01	s__	2424613.0	9068	43845.0	20299.0	43266.0	19881.0	290.0	0.003739978297567488	0.01808329824182251	0.008372057726325809	0.017844497245539805	0.008199659079613942	0.00011960671661828094
M1_3.227.filtered.fa	M1_3.227.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__JAACFF01	s__	4884172.0	145906	112981.0	39180.0	36336.0	30699.0	1184.0	0.029873231327643662	0.02313206824002103	0.0080218305170252	0.007439541441210506	0.006285405182290878	0.00024241570526181306
M1_3.229.filtered.fa	M1_3.229.filtered	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__JAFMJV01	s__	3384508.0	64729	81692.0	35725.0	36236.0	24189.0	858.0	0.01912508405948516	0.024137038529676986	0.01055544853195797	0.01070643059493433	0.007146976754080652	0.0002535080431188226
M1_3.23.filtered.fa	M1_3.23.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__	627843.0	14837	15006.0	6782.0	21437.0	4724.0	22876.0	0.02363170410437004	0.023900879678518356	0.010802063573218145	0.03414388629004385	0.007524174037139858	0.036435860557496064
M1_3.231.filtered.fa	M1_3.231.filtered	d__Bacteria	p__Schekmanbacteria	c__	o__	f__	g__	s__	294087.0	12690	6458.0	2645.0	2553.0	1573.0	46.0	0.04315049628171255	0.02195948817866822	0.008993937168252931	0.008681104571096308	0.005348757340514882	0.00015641629857831186
M1_3.232.filtered.fa	M1_3.232.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__Sva-25	s__	3442013.0	74093	156781.0	78731.0	69362.0	53716.0	1468.0	0.021526066287373115	0.045549217855946504	0.022873533597926564	0.020151579903968986	0.015605984056422797	0.0004264946123097153
M1_3.233.filtered.fa	M1_3.233.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__	4529112.0	9971	46325.0	11583.0	21656.0	7583.0	6457.0	0.00220153531199935	0.010228274328389318	0.0025574549713056334	0.004781511254303272	0.0016742796380394215	0.0014256657817249827
M1_3.235.filtered.fa	M1_3.235.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36	g__JABDPF01	s__	10663407.0	23430	193692.0	101138.0	154107.0	103040.0	252.0	0.002197233960965759	0.018164175858616294	0.009484585930181602	0.014451947674884771	0.009662952938024404	2.3632221859298816e-05
M1_3.236.filtered.fa	M1_3.236.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__BM103	g__M0040	s__	2963414.0	10715	59776.0	29154.0	160091.0	27429.0	144.0	0.003615762090615756	0.020171329419379134	0.009837977413888171	0.05402248892662315	0.009255878523891701	4.8592602991009695e-05
M1_3.27.filtered.fa	M1_3.27.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__JAEUJM01	g__	s__	3207029.0	19254	66529.0	26779.0	61137.0	19498.0	233.0	0.006003687525120602	0.020744745370247664	0.008350095992271975	0.01906343846594465	0.006079770404321258	7.265291333505248e-05
M1_3.28.filtered.fa	M1_3.28.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__BM004	g__	s__	3889584.0	79787	138336.0	63121.0	106530.0	43001.0	8315.0	0.02051299059231013	0.03556575716066294	0.016228213608447586	0.027388533066775266	0.011055423921941266	0.002137760747678929
M1_3.30.filtered.fa	M1_3.30.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__JAACFF01	s__	7107573.0	1015105	602487.0	236979.0	294766.0	204258.0	3885.0	0.14282020036938065	0.08476690988611725	0.03334176096397462	0.041472103065279806	0.028738079791793908	0.0005466000841637505
M1_3.31.filtered.fa	M1_3.31.filtered	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__UBA4427	s__	5495009.0	35022	166918.0	92769.0	136667.0	72120.0	10552.0	0.006373419952542389	0.030376292377319127	0.01688241092962723	0.024871114860776387	0.013124637284488525	0.001920288028645631
M1_3.34.filtered.fa	M1_3.34.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__CAJQQK01	s__	644997.0	9173	13527.0	6900.0	14041.0	5197.0	19240.0	0.014221771574131353	0.020972190568328226	0.010697724175461281	0.02176909349965969	0.008057401817372793	0.029829596106648558
M1_3.35.filtered.fa	M1_3.35.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalosphaeraceae	g__4572-13	s__	1880527.0	27696	54341.0	35595.0	62854.0	18315.0	943.0	0.014727786413063998	0.02889668693935264	0.01892820470006546	0.03342360944565007	0.00973929116678463	0.0005014551771923509
M1_3.36.filtered.fa	M1_3.36.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__SKKL01	g__	s__	5099571.0	60163	198938.0	96138.0	175348.0	72273.0	408.0	0.011797659057987428	0.039010732471417696	0.018852174035815954	0.03438485315725578	0.014172368616889539	8.000672997787461e-05
M1_3.38.filtered.fa	M1_3.38.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__Microtrichaceae	g__	s__	2331421.0	25676	70326.0	29578.0	45914.0	16678.0	190.0	0.011013025961420096	0.030164436195779312	0.012686683357488845	0.01969356885779102	0.007153577153161098	8.149536269940093e-05
M1_3.39.filtered.fa	M1_3.39.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__UBA1847	s__	6146133.0	37939	140698.0	113742.0	111213.0	198271.0	634.0	0.006172824440994037	0.022892117694166398	0.018506270528151604	0.018094792286466953	0.03225947111785573	0.00010315429230054085
M1_3.40.filtered.fa	M1_3.40.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Eudoraea	s__Eudoraea sp905479615	3886987.0	43541	107217.0	69627.0	93878.0	75304.0	3270.0	0.011201735431582354	0.027583575658987284	0.01791284611962942	0.024151868786800677	0.019373360394567822	0.0008412685712609792
M1_3.42.filtered.fa	M1_3.42.filtered	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__M0029	s__	1452666.0	2793	13217.0	3129.0	3569.0	1670.0	21.0	0.0019226718323413642	0.009098443826729613	0.0021539706993899494	0.0024568620729059536	0.0011496104403902893	1.4456179190536572e-05
M1_3.43.filtered.fa	M1_3.43.filtered	d__Bacteria	p__Desulfobacterota	c__WTBG01	o__WTBG01	f__WTBG01	g__	s__	4523261.0	49273	107664.0	42761.0	84135.0	29915.0	329.0	0.010893247150672932	0.023802296617418273	0.009453577850139535	0.018600518519713984	0.00661359138904432	7.273513511601475e-05
M1_3.46.filtered.fa	M1_3.46.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__Ilumatobacteraceae	g__	s__	1014734.0	2167	14204.0	6257.0	18956.0	4474.0	363.0	0.002135535026913457	0.01399775704765978	0.0061661479757256586	0.01868075771581518	0.004409037245228799	0.00035772921770631515
M1_3.47.filtered.fa	M1_3.47.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__JABDQA01	s__JABDQA01 sp905479735	4439373.0	16328	290694.0	191900.0	293757.0	177359.0	2679.0	0.0036779968702787534	0.06548086858211734	0.043226825049393236	0.06617083088084737	0.03995136250096579	0.0006034635972242026
M1_3.48.filtered.fa	M1_3.48.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA9214	f__UBA9214	g__UBA9214	s__	1258278.0	4943	15845.0	4381.0	7235.0	3889.0	32.0	0.003928384665391908	0.012592606721249198	0.0034817425084122905	0.005749921718411989	0.0030907319368215927	2.5431581892077902e-05
M1_3.49.filtered.fa	M1_3.49.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__UBA11865	s__	280974.0	1665	4290.0	1544.0	2435.0	1134.0	18.0	0.005925815199982917	0.015268316641397425	0.0054951703716358095	0.008666282289464505	0.004035960622691068	6.406286702684234e-05
M1_3.5.filtered.fa	M1_3.5.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__XN24	f__XN24	g__	s__	3529647.0	16883	101998.0	51666.0	88247.0	40275.0	524.0	0.004783197866528863	0.028897507314470824	0.014637724395669028	0.02500165030667373	0.011410489490875433	0.00014845677202281134
M1_3.50.filtered.fa	M1_3.50.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina	s__	1875730.0	5956	34044.0	17597.0	9942.0	13941.0	775.0	0.0031752970843351657	0.018149733703678034	0.009381414169416707	0.005300336402360681	0.0074323063553923	0.00041317247151775573
M1_3.51.filtered.fa	M1_3.51.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Arenicellales	f__BMS3Bbin11	g__BMS3Bbin11	s__	3592635.0	196151	235599.0	118400.0	112286.0	96025.0	1808.0	0.054598087476183915	0.06557832899807522	0.032956312010543796	0.03125449704743176	0.026728292743348547	0.000503251791512358
M1_3.52.filtered.fa	M1_3.52.filtered	d__Bacteria	p__Acidobacteriota	c__Mor1	o__Mor1	f__Mor1	g__	s__	4301962.0	22322	87999.0	36441.0	42338.0	24009.0	617.0	0.005188795252026866	0.02045555028147622	0.008470786120379492	0.009841556015604044	0.005580941905112133	0.0001434229312113868
M1_3.54.filtered.fa	M1_3.54.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__	s__	2943959.0	118466	146085.0	62594.0	91863.0	39659.0	573.0	0.040240370195372965	0.049621954653580436	0.021261845018901417	0.03120389923908587	0.01347131532742134	0.00019463586279564355
M1_3.58.filtered.fa	M1_3.58.filtered	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__	s__	4654317.0	352927	302065.0	123579.0	125453.0	64224.0	1534.0	0.07582788194272114	0.0648999627657506	0.026551478981771116	0.026954115931510467	0.013798802273244388	0.0003295864892743661
M1_3.59.filtered.fa	M1_3.59.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Halioglobus	s__	5401838.0	25785	250171.0	128527.0	256965.0	101458.0	353.0	0.004773375284486503	0.0463121996624112	0.02379319779674992	0.04756991971991755	0.018782125639458275	6.534812780390674e-05
M1_3.60.filtered.fa	M1_3.60.filtered	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__M0029	s__	1007914.0	2288	13244.0	5652.0	10908.0	4531.0	47.0	0.0022700349434574777	0.013140009961167322	0.005607621285149328	0.010822351907007938	0.004495423220631919	4.66309625622821e-05
M1_3.61.filtered.fa	M1_3.61.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__DSM-19610	f__DSM-19610	g__Thiogranum	s__	575435.0	23817	17753.0	5624.0	7404.0	4345.0	107.0	0.041389557465221966	0.030851442821517635	0.009773475718369581	0.012866787734496512	0.007550809387680624	0.00018594628411549522
M1_3.62.filtered.fa	M1_3.62.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__QNYL01	s__	1435231.0	1685	7850.0	4278.0	10493.0	4184.0	125.0	0.001174027038156227	0.005469502818710019	0.0029807048482091035	0.0073110182263342975	0.002915210164774869	8.70939939285035e-05
M1_3.63.filtered.fa	M1_3.63.filtered	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__FEB-10	g__JACXWA01	s__	8974581.0	106343	173700.0	64068.0	68647.0	38358.0	3780.0	0.01184935541837552	0.019354664022754934	0.007138829099653789	0.007649047905411963	0.004274071402330649	0.0004211895797697965
M1_3.64.filtered.fa	M1_3.64.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__GCA-001735895	f__GCA-001735895	g__GCA-001735895	s__	929722.0	243	5722.0	1453.0	2535.0	1425.0	12.0	0.00026136845207492133	0.0061545279126448554	0.0015628327607607436	0.0027266215062136854	0.001532716231303551	1.2907084053082535e-05
M1_3.65.filtered.fa	M1_3.65.filtered	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellae	o__Kiritimatiellales	f__Pontiellaceae	g__Pontiella	s__	2073646.0	3852	26395.0	17570.0	18767.0	18473.0	182.0	0.0018575976806070081	0.012728787845177046	0.00847299876642397	0.0090502429054911	0.008908463643264086	8.776811471196144e-05
M1_3.68.filtered.fa	M1_3.68.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalosphaeraceae	g__4572-13	s__	5016308.0	31054	146391.0	107964.0	162514.0	64860.0	345.0	0.0061906087106294114	0.02918301667281993	0.02152260188170264	0.032397133509345914	0.012929828072757893	6.87756812380739e-05
M1_3.70.filtered.fa	M1_3.70.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__DSM-19610	f__DSM-19610	g__Thiogranum	s__	5118107.0	168204	196041.0	83937.0	121876.0	61499.0	4105.0	0.032864494626626606	0.03830341960416224	0.0164000088313902	0.02381271044157537	0.012015966059326231	0.0008020543532989833
M1_3.72.filtered.fa	M1_3.72.filtered	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__M0029	s__	6017201.0	482753	776396.0	374315.0	507909.0	251640.0	1851.0	0.08022883064733918	0.12902942746968232	0.062207494813618494	0.08440951199735558	0.04182010871832269	0.00030761811014789103
M1_3.73.filtered.fa	M1_3.73.filtered	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__	666568.0	3977	6412.0	678.0	3139.0	595.0	136.0	0.005966383024687653	0.009619423674703855	0.0010171505382796653	0.00470919696115025	0.0008926321095522137	0.00020403019646907743
M1_3.74.filtered.fa	M1_3.74.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__JAHBNG01	s__	578437.0	522	6108.0	2293.0	3351.0	1726.0	65.0	0.0009024318983744124	0.010559490489024733	0.003964130925234727	0.005793197876346084	0.002983903173552176	0.00011237178811175634
M1_3.75.filtered.fa	M1_3.75.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__	s__	3662468.0	9459	45363.0	24554.0	13759.0	20288.0	332.0	0.0025826846814770805	0.012385910265973655	0.006704222398666692	0.0037567563730249655	0.005539434064679882	9.064925618462742e-05
M1_3.76.filtered.fa	M1_3.76.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36	g__SZUA-36	s__	1134205.0	461	7885.0	2600.0	2427.0	2604.0	12.0	0.00040645209640232586	0.006952006030655834	0.0022923545567159376	0.002139824811211377	0.0022958812560339623	1.0580097954073559e-05
M1_3.77.filtered.fa	M1_3.77.filtered	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Lacipirellulaceae	g__	s__	1911099.0	23269	48548.0	19206.0	36097.0	13132.0	4512.0	0.012175716694948822	0.025403184241109433	0.01004971484993713	0.018888084814025857	0.006871438894583692	0.0023609451943619876
M1_3.78.filtered.fa	M1_3.78.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__JAACFB01	s__	811584.0	3420	9642.0	3768.0	5541.0	4171.0	35.0	0.004213981547196593	0.011880470783061273	0.004642772651999054	0.006827389401466761	0.005139332465893857	4.312554214967274e-05
M1_3.80.filtered.fa	M1_3.80.filtered	d__Bacteria	p__Myxococcota_A	c__	o__	f__	g__	s__	4293064.0	74769	188003.0	84563.0	101683.0	60720.0	1289.0	0.01741623232264881	0.043792265850217935	0.019697586618787885	0.02368541442661931	0.01414374442123388	0.00030025175492375607
M1_3.81.filtered.fa	M1_3.81.filtered	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA6930	g__	s__	6049044.0	68592	161153.0	56497.0	73408.0	32883.0	5336.0	0.01133931245995235	0.026641069233419364	0.009339822953841963	0.012135471324063769	0.005436065599787338	0.0008821228610669719
M1_3.82.filtered.fa	M1_3.82.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__DSPF01	s__	225655.0	2551	5032.0	1873.0	3073.0	1427.0	213.0	0.011304868050785491	0.02229952804059294	0.008300281403026744	0.01361813387693603	0.006323812900223793	0.0009439188141188984
M1_3.83.filtered.fa	M1_3.83.filtered	d__Bacteria	p__Desulfobacterota	c__WTBG01	o__CAIYCZ01	f__CAIRTM01	g__	s__	3201306.0	6284	77990.0	42972.0	90427.0	34915.0	201.0	0.0019629488714918222	0.02436193228638562	0.013423271627267122	0.028246909230170435	0.010906486290282779	6.278687510659712e-05
M1_3.84.filtered.fa	M1_3.84.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__E44-bin15	f__E44-bin15	g__JAAXQM01	s__JAAXQM01 sp012974295	1315774.0	101255	47023.0	13210.0	9164.0	4235.0	13251.0	0.07695470498733065	0.03573790027770726	0.01003971806708447	0.006964721905129604	0.00321863785118113	0.010070878433530378
M1_3.86.filtered.fa	M1_3.86.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__Methyloceanibacter sp018067145	2539062.0	180429	168754.0	79511.0	155891.0	57304.0	48264.0	0.07106128168591393	0.0664631269342773	0.0313151077051289	0.06139708285973324	0.022568964444349922	0.019008594512461688
M1_3.87.filtered.fa	M1_3.87.filtered	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Jiangellales	f__	g__	s__	2516892.0	34073	109536.0	45082.0	84505.0	25386.0	1426.0	0.013537728277574088	0.04352034175483096	0.017911773727279517	0.03357513949744367	0.010086249231194664	0.0005665717877445675
M1_3.88.filtered.fa	M1_3.88.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__	s__	859859.0	10236	11679.0	5110.0	5189.0	2773.0	3664.0	0.011904277329190019	0.013582459449746993	0.00594283481361479	0.006034710342044451	0.0032249473460183586	0.004261163748940233
M1_3.89.filtered.fa	M1_3.89.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__S012-113	s__	1644643.0	642	11529.0	7284.0	17313.0	8115.0	68.0	0.0003903582722815833	0.00701003196438376	0.004428924696727497	0.010526904623070174	0.004934201525802256	4.134635905786241e-05
M1_3.90.filtered.fa	M1_3.90.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__	s__	1425239.0	5436	26674.0	13120.0	7921.0	13030.0	1645.0	0.0038140971444087625	0.018715457547821803	0.009205473608286049	0.005557664363661112	0.009142326304570672	0.0011541923845754993
M1_3.91.filtered.fa	M1_3.91.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA5616	g__	s__	14575820.0	484016	507005.0	216597.0	313812.0	124148.0	89399.0	0.033206776702785844	0.03478397784824456	0.014860021597412702	0.021529629207825016	0.00851739387561043	0.006133377058717794
M1_3.93.filtered.fa	M1_3.93.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__	s__	2020280.0	22539	41284.0	19697.0	43398.0	9553.0	4031.0	0.011156374363949551	0.02043479121705902	0.009749638663947572	0.0214811808264201	0.004728552477874354	0.0019952679826558697
M1_3.94.filtered.fa	M1_3.94.filtered	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__BMS3Abin14	g__SZUA-204	s__	590369.0	2006	5054.0	2219.0	3667.0	1674.0	1248.0	0.0033978748884172442	0.008560747600229688	0.003758666190128547	0.006211369499414773	0.002835514737393054	0.002113932133970449
M1_3.96.filtered.fa	M1_3.96.filtered	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__	s__	4587384.0	134695	326977.0	154203.0	232739.0	121625.0	11242.0	0.029362050353752816	0.0712774426557707	0.033614582951852295	0.05073457988256488	0.026512931989124956	0.0024506341740739386
M1_3.97.filtered.fa	M1_3.97.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__	g__	s__	3353792.0	29877	90703.0	38492.0	72720.0	21691.0	601.0	0.008908423658950823	0.027044909165505792	0.01147715779630937	0.021682918916855906	0.006467604431044024	0.00017920014121328932
M1_3.98.filtered.fa	M1_3.98.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__GCA-2746365	s__	1495951.0	33209	35246.0	14832.0	21633.0	11568.0	131.0	0.022199256526450398	0.023560932142830882	0.009914763250935358	0.014461035154226308	0.007732873603480328	8.756971317910814e-05
M1_25.10.filtered.fa	M1_25.10.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	1619879.0	16297	1229.0	264.0	1410.0	176.0	110922.0	0.01006062798517667	0.0007586986435406595	0.00016297513579717992	0.0008704353843713018	0.00010865009053145328	0.06847548489732876
M1_25.100.filtered.fa	M1_25.100.filtered	d__Bacteria	p__KSB1	c__UBA2214	o__AABM5-25-91	f__	g__	s__	6617858.0	6481	618.0	145.0	1574.0	78.0	79672.0	0.0009793198947453995	9.338369000966778e-05	2.1910412704533703e-05	0.0002378413075650762	1.1786290972093991e-05	0.012038940696521443
M1_25.102.filtered.fa	M1_25.102.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA2200	f__UBA2200	g__	s__	3001517.0	875	71.0	15.0	111.0	10.0	60842.0	0.0002915192550966728	2.365470527070145e-05	4.9974729445143905e-06	3.698129978940649e-05	3.33164862967626e-06	0.020270416592676303
M1_25.104.filtered.fa	M1_25.104.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__	447539.0	3550	704.0	309.0	387.0	98.0	14723.0	0.007932269589912834	0.0015730472651545452	0.0006904426206431172	0.0008647291074073991	0.0002189753295243543	0.03289769159782723
M1_25.105.filtered.fa	M1_25.105.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Filomicrobium	s__	4039875.0	694633	548299.0	250214.0	385633.0	165894.0	615807.0	0.17194418144125748	0.13572177356972678	0.061936074754788205	0.09545666635725115	0.04106414183607166	0.15243219159008634
M1_25.106.filtered.fa	M1_25.106.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__	1972672.0	49802	45300.0	22326.0	72422.0	15417.0	78962.0	0.025245960808487167	0.022963777049605814	0.011317644291600428	0.036712641533919475	0.007815288096551277	0.04002794179671025
M1_25.109.filtered.fa	M1_25.109.filtered	d__Bacteria	p__Desulfobacterota	c__BSN033	o__WVXP01	f__WVXP01	g__	s__	1129997.0	989	107.0	44.0	88.0	22.0	18006.0	0.0008752235625404315	9.469051687747843e-05	3.893815647298179e-05	7.787631294596357e-05	1.9469078236490894e-05	0.01593455557846614
M1_25.110.filtered.fa	M1_25.110.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__B140-G9	s__	3158710.0	26182	1990.0	344.0	505.0	175.0	162713.0	0.008288826767889423	0.0006300040206286743	0.00010890521763631355	0.00015987539216958822	5.540236362312463e-05	0.051512484526911304
M1_25.111.filtered.fa	M1_25.111.filtered	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__DRHE01	g__JAFGQJ01	s__	3746686.0	10080	735.0	177.0	902.0	130.0	130974.0	0.002690377576343467	0.00019617336494171116	4.724174910841207e-05	0.0002407460886767666	3.4697329853635986e-05	0.034957292925000924
M1_25.112.filtered.fa	M1_25.112.filtered	d__Bacteria	p__4484-113	c__	o__	f__	g__	s__	3935232.0	269	83.0	38.0	60.0	51.0	39258.0	6.835683385376008e-05	2.1091513791308874e-05	9.65635571168358e-06	1.524687743950039e-05	1.2959845823575333e-05	0.009976031908665105
M1_25.113.filtered.fa	M1_25.113.filtered	d__Bacteria	p__Cyanobacteria	c__	o__	f__	g__	s__	1001845.0	4806	6370.0	3367.0	12297.0	3694.0	24207.0	0.004797149259616008	0.006358268993706611	0.0033607993252449233	0.012274353817207253	0.003687197121311181	0.02416242033448288
M1_25.115.filtered.fa	M1_25.115.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5627	g__	s__	494938.0	217	16.0	4.0	6.0	1.0	3366.0	0.0004384387539449386	3.232728139686183e-05	8.081820349215458e-06	1.2122730523823186e-05	2.0204550873038644e-06	0.006800851823864807
M1_25.117.filtered.fa	M1_25.117.filtered	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__Krumholzibacteriales	f__Krumholzibacteriaceae	g__	s__	3557751.0	7371	1071.0	345.0	892.0	121.0	104396.0	0.002071814469309404	0.00030103287160905865	9.697137320739984e-05	0.0002507201881188425	3.40102497336098e-05	0.029343256456115113
M1_25.118.filtered.fa	M1_25.118.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__	s__	14295176.0	112311	9733.0	2373.0	4714.0	1201.0	671554.0	0.007856566438916177	0.0006808590534317311	0.00016600005484367593	0.00032976159230218644	8.401435561199107e-05	0.04697766575241886
